21,20
8,0
21,14
22,16
12,22
3,22
5,0
0,20
2,2
8,22
18,2
23,12
9,19
21,11
3,6
22,1
6,3
15,12
23,8
21,14
8,10
14,5
6,16
15,7
8,9
18,2
21,11
14,5
23,6
4,21
7,18
10,13
15,12
21,11
20,2
23,16
23,12
18,2
3,6
6,16
21,11
19,3
7,4
0,0
15,12
15,8
5,0
8,22
17,19
4,11
14,8
9,19
0,16
7,4
9,19
6,12
3,6
8,1
23,5
9,19
4,0
17,14
21,16
15,8
17,19
20,2
7,18
13,9
12,3
18,2
14,5
9,2
18,2
7,18
21,15
9,19
14,23
0,20
15,12
9,19
5,10
15,12
2,20
4,11
6,19
9,19
18,22
23,13
21,11
14,23
5,10
19,11
10,7
10,1
15,7
4,11
17,19
1,0
18,2
18,2
18,2
12,19
10,7
4,19
9,13
13,14
22,16
22,16
5,0
13,9
16,18
3,22
18,22
9,0
14,5
0,12
18,10
12,22
0,20
18,2
16,18
10,7
8,22
17,9
18,7
23,5
4,19
5,18
3,6
11,3
18,2
13,14
18,2
19,13
21,20
9,2
14,22
14,8
18,16
21,20
13,10
14,15
2,4
8,22
15,7
5,0
15,8
9,2
20,2
18,16
