3,5,27
6,13,27
12,5,20
6,19,97
16,7,28
13,15,97
0,0,54
8,6,20
3,3,27
18,4,28
6,6,27
18,14,54
1,5,27
11,6,20
0,0,54
3,15,86
14,11,20
3,15,86
12,16,97
2,1,27
11,6,20
0,0,54
7,7,27
16,3,28
3,15,86
11,6,20
16,14,54
8,7,27
12,5,20
3,15,86
10,6,20
18,14,34
11,4,20
7,6,27
1,12,54
12,12,54
2,12,54
16,19,37
3,5,27
18,4,28
7,6,27
18,14,54
16,17,54
7,6,27
16,12,54
12,5,20
2,11,27
18,14,54
3,14,86
18,4,28
15,16,54
9,4,77
7,16,56
19,6,27
18,16,54
14,8,49
7,16,56
0,6,27
9,4,77
7,16,56
5,18,54
12,17,37
6,9,27
18,16,54
7,19,97
18,14,54
10,8,20
10,12,56
11,1,97
13,5,20
7,9,75
18,16,54
14,0,28
7,16,56
18,3,21
8,9,75
8,8,75
11,4,77
7,16,56
6,18,54
17,1,21
18,16,54
11,1,97
9,4,77
19,0,21
14,10,49
10,13,56
7,10,75
16,9,49
10,8,20
5,18,54
12,17,37
4,14,86
18,16,54
15,16,50
15,8,49
12,19,97
15,15,50
11,11,56
11,19,97
