19,20
7,3
12,17
18,12
13,20
22,23
4,3
0,0
0,11
14,1
6,1
14,3
22,3
6,12
2,22
1,2
10,9
17,12
0,4
10,22
21,17
21,6
14,21
19,9
4,14
13,12
16,18
20,0
0,20
0,15
17,17
2,19
15,13
20,3
22,9
2,22
15,18
23,11
8,15
11,5
21,21
12,12
12,1
4,16
16,23
18,6
9,14
5,6
5,10
19,16
23,14
7,9
1,0
22,15
16,2
16,17
22,23
3,16
10,17
12,9
14,23
19,20
19,16
6,7
0,22
9,0
17,10
18,6
5,12
17,1
11,13
16,23
4,14
2,12
18,22
5,13
5,18
20,19
21,6
11,5
20,22
4,21
0,8
4,14
22,6
14,23
2,12
17,3
14,20
4,21
15,14
4,14
3,4
3,7
16,15
19,0
13,10
0,20
4,1
23,14
7,1
21,21
23,1
9,3
15,5
0,4
21,20
1,1
19,4
9,22
4,19
6,15
5,22
10,5
19,16
10,7
18,2
3,23
17,22
11,14
9,5
7,11
0,16
23,1
21,12
5,10
12,5
19,9
5,19
0,15
1,6
16,7
6,5
16,17
15,7
14,5
8,1
5,20
9,12
14,18
22,15
9,3
4,4
16,2
13,2
5,18
0,15
6,7
14,1
19,4
