20,22
12,1
0,6
21,17
11,22
15,23
9,19
0,7
3,3
15,8
16,1
4,15
0,11
9,19
6,7
10,19
7,12
18,11
11,2
15,18
21,0
21,23
0,6
11,10
22,11
15,21
10,2
23,23
1,23
3,9
15,1
4,1
12,0
21,6
21,14
23,1
14,10
21,17
6,19
5,23
20,3
22,21
18,3
18,8
15,7
17,7
9,4
5,15
6,10
17,16
6,7
12,23
22,7
20,22
16,9
14,2
23,1
17,18
17,15
16,13
21,13
20,11
5,14
15,16
8,22
5,16
20,3
18,8
8,14
23,1
12,21
12,22
5,14
23,16
9,16
0,10
3,6
22,19
2,2
4,10
1,18
11,18
1,2
12,4
20,17
2,18
1,23
21,19
13,2
3,8
21,6
3,18
1,13
2,11
19,15
9,5
14,12
2,21
6,16
21,17
10,3
3,8
22,4
16,18
18,15
2,4
14,12
21,8
18,12
6,17
7,0
22,0
1,17
9,11
17,15
23,4
2,2
0,10
23,10
9,19
13,13
2,21
18,6
0,9
4,3
9,5
14,12
7,6
4,3
1,18
17,6
21,8
7,10
22,21
9,5
9,10
4,15
6,22
6,17
11,23
6,0
9,10
5,11
18,5
16,13
7,10
7,6
4,16
9,6
21,8
