20,6
23,13
23,8
0,0
1,20
1,13
2,10
3,3
3,19
4,12
6,2
7,14
8,6
9,19
11,3
13,13
14,1
16,11
17,1
19,12
20,22
22,11
23,21
1,6
3,14
5,2
6,11
8,20
10,6
12,14
14,20
15,6
18,11
19,22
22,2
0,4
3,8
5,13
7,21
9,0
12,3
14,11
16,14
19,17
21,19
2,5
5,6
7,8
11,4
14,3
17,23
1,2
4,2
7,0
10,23
13,22
16,19
20,17
23,15
2,12
5,10
8,7
18,0
21,21
0,16
4,11
7,5
11,23
15,13
19,7
22,23
2,16
7,4
10,19
14,9
19,21
23,11
3,1
7,12
11,1
20,2
0,12
4,3
9,14
13,1
22,0
3,10
7,19
12,4
17,10
22,18
3,23
8,5
13,9
18,14
0,17
5,22
10,0
16,22
22,1
13,12
12,13
19,15
8,2
14,19
21,10
5,16
11,11
18,8
5,12
11,9
17,5
22,9
4,7
10,2
17,22
23,12
6,5
13,20
19,14
2,4
9,22
15,16
4,6
11,22
17,15
0,6
13,15
20,10
9,21
9,5
16,21
14,2
5,4
17,19
23,17
6,7
12,2
19,16
2,11
9,23
22,7
5,0
1,21
8,10
15,0
22,12
12,17
2,0
9,12
