2,21
19,8
19,11
15,14
4,1
5,0
10,10
6,7
7,17
9,15
2,16
23,7
13,21
22,19
14,6
0,8
2,3
11,18
1,9
7,7
3,21
2,18
17,13
0,13
19,1
23,1
15,12
1,14
6,0
6,3
14,0
9,1
22,20
13,5
22,14
6,12
17,9
12,20
13,20
4,1
17,2
22,7
9,15
20,7
11,11
5,17
18,5
6,19
15,20
20,5
14,6
4,11
2,13
4,1
0,17
14,2
4,1
17,5
13,5
17,1
18,8
1,23
9,1
13,20
10,10
15,14
19,20
2,21
14,6
19,16
17,1
1,1
1,1
7,17
5,17
17,13
15,18
4,10
3,19
22,19
18,5
19,12
20,19
14,0
6,3
3,11
19,1
22,6
20,5
14,6
11,14
1,3
7,5
16,5
0,20
3,21
20,20
19,19
9,1
4,1
15,5
5,18
21,23
17,13
22,6
21,14
11,15
4,8
4,15
7,5
13,10
15,18
17,1
7,5
19,19
1,13
6,4
5,8
21,5
20,20
17,5
0,1
14,2
10,10
8,1
7,5
17,13
20,19
14,6
22,7
10,14
7,10
17,9
11,21
20,21
19,14
9,6
14,6
14,2
18,5
13,5
14,6
13,20
6,21
1,18
14,6
6,0
6,0
20,20
5,18
