8,16,110
14,17,86
21,19,86
7,21,97
17,13,86
9,4,17
13,18,86
23,9,21
8,16,110
11,23,20
3,9,133
17,13,86
4,21,17
9,4,20
23,21,17
7,12,0
17,17,86
5,23,17
17,10,147
4,21,17
17,3,27
2,16,50
12,18,86
23,8,45
7,23,97
17,16,86
5,23,17
0,23,45
13,16,86
2,10,21
14,17,86
3,11,133
13,5,103
3,16,97
15,15,86
8,16,110
18,7,103
6,8,37
20,18,86
5,23,17
16,8,103
4,23,17
18,3,27
2,3,45
18,8,103
1,5,45
12,23,20
2,23,17
9,3,20
1,22,17
20,15,50
16,8,103
4,8,133
1,19,49
0,0,45
18,3,20
12,15,86
3,15,133
1,19,49
9,7,133
1,13,133
19,9,7
15,20,86
15,0,20
12,15,86
10,16,110
5,23,97
7,21,97
2,16,97
10,17,110
23,19,140
19,5,27
18,10,7
0,4,129
19,4,27
22,22,54
16,20,86
10,14,110
12,15,110
17,2,20
15,20,86
22,7,71
1,5,45
1,17,50
4,8,133
22,22,54
16,20,86
15,0,20
12,13,110
1,19,49
17,2,20
5,6,37
10,17,110
9,2,17
12,13,110
16,23,20
17,2,20
7,21,97
1,5,45
18,2,20
0,8,45
7,12,0
17,13,86
13,2,20
16,7,103
7,12,139
2,8,45
1,5,129
20,16,86
20,20,86
16,12,86
10,17,110
2,7,45
23,19,140
2,7,45
19,20,86
18,20,86
21,13,7
9,10,147
10,22,97
4,4,45
23,12,120
4,4,45
8,20,97
1,19,123
20,1,27
11,10,147
10,16,110
4,18,97
1,19,49
0,0,45
12,16,110
0,4,129
13,11,147
5,11,133
1,19,123
19,9,103
7,12,139
1,16,50
14,9,147
7,12,139
23,19,140
11,21,20
19,11,7
10,7,147
2,7,45
22,6,45
14,9,147
4,8,121
22,6,27
