3,19
20,21
19,6
1,8
12,2
6,1
8,2
11,2
7,10
18,5
8,23
1,10
6,11
1,18
8,23
13,15
0,16
7,11
3,1
20,2
7,18
3,17
22,23
21,1
19,14
1,2
17,5
7,1
7,18
6,1
12,7
10,22
22,7
8,2
4,19
11,23
20,21
7,14
14,11
21,3
2,2
19,12
14,0
14,1
10,20
3,15
19,6
8,2
13,14
2,18
10,17
14,1
5,4
21,18
22,9
22,3
6,22
13,21
19,16
19,10
23,17
5,2
8,20
15,3
6,23
13,22
20,14
22,7
12,3
2,5
22,15
17,10
13,15
7,10
11,7
18,17
9,5
3,17
6,21
5,13
4,14
20,21
17,20
13,21
22,5
6,1
22,5
23,13
1,15
15,5
1,2
8,22
15,23
15,5
21,14
4,8
22,5
10,20
14,4
7,15
13,15
8,22
5,15
2,21
3,20
2,9
2,21
5,7
5,7
10,20
16,0
17,16
1,9
19,16
14,4
21,9
9,6
11,2
22,7
14,19
19,5
12,15
0,23
8,22
7,1
22,5
20,21
8,2
12,1
10,21
16,3
5,7
17,21
16,20
18,7
21,8
11,17
11,21
14,12
18,20
23,23
15,5
19,6
18,12
21,3
11,21
12,16
11,7
10,12
2,6
