14,2
16,12
15,12
12,21
21,12
17,21
2,20
0,12
20,5
18,7
15,21
12,16
1,1
15,16
8,13
21,10
6,16
15,11
7,20
18,0
3,20
17,12
23,16
9,16
18,2
19,17
12,23
15,21
2,10
12,5
1,14
4,0
23,14
3,6
0,17
13,23
5,5
16,14
2,7
9,11
22,22
10,9
4,23
21,9
7,1
12,20
12,20
13,7
1,21
5,22
20,21
3,20
16,8
21,19
4,18
3,3
8,5
3,13
11,17
21,7
16,18
20,21
1,22
18,0
20,21
20,2
14,8
6,11
23,2
6,3
9,18
9,22
16,10
23,1
1,19
17,18
22,8
20,10
13,9
23,14
12,16
16,23
18,2
12,4
16,2
12,15
18,21
23,3
17,18
15,13
19,8
23,14
4,21
4,11
3,13
5,5
7,17
13,11
12,1
2,13
19,1
14,17
1,16
11,1
12,0
23,20
11,17
10,21
9,8
10,2
23,20
11,11
3,15
9,5
5,12
0,5
23,19
8,9
16,20
21,9
9,15
0,21
14,14
23,15
20,21
4,18
16,2
20,17
9,4
8,17
3,15
4,11
6,9
7,17
4,11
5,17
18,12
23,13
18,10
21,3
8,23
12,20
19,13
2,11
6,18
4,20
0,12
6,10
4,23
14,20
