4,14
6,21
7,15
7,8
8,3
9,20
9,16
10,9
11,1
12,18
13,9
14,0
16,12
17,2
19,11
20,21
22,10
23,0
0,15
2,0
3,13
5,21
6,10
8,18
10,6
11,19
13,2
14,13
16,21
18,8
20,14
22,1
0,8
2,15
3,0
6,5
8,12
10,17
12,21
14,6
17,9
19,10
21,17
0,20
3,22
5,1
7,7
12,13
15,15
18,16
22,0
1,1
4,2
7,1
10,0
13,22
16,19
19,16
23,12
2,10
5,7
9,3
12,0
15,21
18,18
22,14
1,9
14,18
18,13
21,11
4,22
7,19
12,7
15,3
22,13
3,1
6,19
11,6
22,9
2,20
6,12
11,22
14,14
19,23
23,15
4,23
8,14
12,23
18,0
23,5
4,12
9,15
14,21
20,1
1,5
6,8
12,9
17,14
22,16
4,17
10,18
16,17
18,12
22,12
4,9
10,8
16,7
22,6
3,7
9,5
16,22
22,20
4,19
15,16
2,2
8,23
14,22
19,3
1,0
7,23
13,20
19,17
0,21
6,18
13,13
19,8
1,3
7,22
14,16
20,17
2,11
15,0
1,14
8,20
15,14
21,8
4,1
11,16
0,3
6,20
21,21
3,11
11,23
1,22
8,10
5,5
12,15
19,5
3,14
10,5
